student_id,subject,topic,previous_score,study_hours,attempts,difficulty,confidence_level,days_since_revision,attendance,quiz_score,target_score
STU01391,CN,TCP-IP,54.2,1.35,3,Hard,Low,4,76.14,65.3,22.18
STU01208,OS,FileSystem,73.37,0.36,9,Easy,Low,52,59.76,86.9,34.18
STU01005,DSA,Searching,97.66,2.47,20,Hard,Medium,3,78.45,100.0,67.48
STU01467,Python,Loops,85.93,2.12,5,Medium,Medium,26,71.63,86.24,45.11
STU01424,CN,DNS,82.08,3.81,16,Medium,High,45,88.05,81.01,79.91
STU01087,Python,Exceptions,67.46,0.36,9,Hard,High,25,62.33,62.98,58.26
STU01374,ML,Classification,89.52,0.26,1,Easy,High,19,79.61,100.0,82.08
STU01196,DBMS,Indexing,65.66,8.24,11,Easy,Medium,43,85.57,66.49,53.97
STU01156,Python,OOP,52.86,0.51,7,Medium,Medium,17,84.32,58.02,39.05
STU01103,DBMS,ER-Model,48.07,2.29,18,Hard,Medium,20,79.27,62.22,33.49
STU01426,CN,Protocols,50.15,0.72,6,Easy,Low,48,87.15,65.8,22.27
STU01214,OS,Threads,60.15,0.62,14,Easy,Medium,19,100.0,60.16,58.74
STU01217,DBMS,Normalization,58.26,0.15,3,Medium,Medium,35,82.84,71.22,48.15
STU01425,CN,Routing,49.98,2.31,6,Hard,Low,0,69.92,58.34,20.27
STU01162,OS,FileSystem,62.18,0.53,15,Medium,High,37,88.54,72.78,55.98
STU01113,Python,Generators,54.2,0.19,17,Medium,Low,40,58.2,50.04,21.55
STU01160,OS,Processes,73.34,3.54,13,Hard,Low,17,91.54,95.63,58.28
STU01082,ML,Classification,60.72,1.17,6,Medium,High,34,88.64,74.7,63.14
STU01041,OS,Deadlock,88.81,8.59,19,Easy,Medium,57,64.7,92.04,74.92
STU01315,OS,Threads,75.5,4.44,20,Medium,High,41,39.69,81.04,74.96
STU01159,DBMS,ER-Model,100.0,0.13,14,Easy,Low,29,96.02,82.18,52.07
STU01205,Python,Exceptions,71.68,0.51,7,Easy,Medium,32,86.51,100.0,46.65
STU01288,CN,DNS,91.0,1.73,13,Medium,Medium,32,74.21,88.15,62.21
STU01445,DSA,Arrays,40.13,0.3,16,Medium,Low,60,94.25,49.71,13.35
STU01425,CN,DNS,46.46,6.58,17,Easy,Low,25,44.63,57.54,34.49
STU01041,ML,Regression,61.79,4.7,14,Easy,Low,6,77.02,69.26,67.08
STU01192,OS,Scheduling,86.17,5.07,19,Easy,High,1,51.89,91.68,78.71
STU01085,Aptitude,Probability,35.39,0.97,6,Easy,Medium,4,64.67,36.35,24.78
STU01382,Python,Decorators,52.88,2.49,15,Medium,High,21,63.6,68.23,57.6
STU01246,DBMS,ER-Model,93.23,0.52,18,Hard,Medium,55,76.6,94.1,37.1
STU01154,DBMS,ER-Model,54.44,0.03,10,Medium,High,20,82.98,69.82,46.86
STU01296,DBMS,Indexing,20.65,2.89,5,Medium,Medium,21,82.36,21.3,34.97
STU01490,ML,Clustering,55.14,3.83,19,Easy,Low,46,99.45,48.95,32.69
STU01158,DSA,Queue,70.1,0.59,15,Medium,Low,28,83.52,55.29,38.4
STU01049,CN,DNS,51.81,1.32,20,Easy,High,35,89.17,66.21,57.71
STU01471,ML,DecisionTrees,60.76,1.89,19,Hard,Low,30,99.08,62.87,38.38
STU01324,OS,FileSystem,77.59,0.65,10,Hard,Low,50,83.84,63.7,33.25
STU01480,ML,DecisionTrees,38.16,2.15,19,Easy,Low,25,70.43,29.88,32.38
STU01057,Python,Exceptions,59.22,0.31,1,Medium,Medium,24,49.05,51.25,27.4
STU01410,Aptitude,Geometry,98.73,1.44,20,Easy,Low,20,58.81,97.33,59.41
STU01369,OS,Processes,81.34,2.4,1,Easy,Low,55,68.54,96.86,60.16
STU01427,ML,NeuralNets,88.14,0.15,20,Medium,High,16,58.85,84.51,83.7
STU01437,Python,Decorators,69.73,6.45,7,Hard,Medium,54,75.27,80.57,56.94
STU01138,Aptitude,Geometry,89.27,1.65,6,Hard,High,28,27.76,100.0,42.36
STU01050,OS,Deadlock,77.64,2.15,11,Hard,Low,45,69.0,58.78,0.0
STU01036,DSA,Sorting,76.33,0.27,20,Medium,Low,0,80.77,69.89,43.51
STU01082,Aptitude,Permutation,75.52,0.68,16,Medium,Low,15,79.34,70.27,34.58
STU01230,Python,Loops,100.0,3.26,1,Medium,Medium,36,85.7,100.0,72.36
STU01413,DSA,Searching,81.17,0.26,19,Medium,Low,43,75.58,82.12,30.89
STU01023,Python,Functions,51.79,3.15,6,Hard,High,47,90.77,68.79,34.74
STU01049,DSA,Tree,80.64,0.85,1,Hard,Low,25,75.3,87.55,35.37
STU01049,ML,DecisionTrees,51.07,2.26,16,Hard,Medium,53,61.06,60.1,33.36
STU01245,DBMS,SQL,54.56,2.18,8,Easy,High,18,83.5,44.18,43.53
STU01298,ML,NeuralNets,37.26,7.69,4,Hard,Medium,4,70.48,41.65,36.44
STU01201,CN,TCP-IP,48.8,0.75,8,Medium,Medium,25,63.26,71.3,22.87
STU01208,CN,Security,80.15,1.04,5,Easy,High,30,59.78,84.23,70.76
STU01145,DSA,Tree,57.37,0.9,19,Easy,Low,21,40.75,94.74,49.54
STU01042,Aptitude,Algebra,78.72,3.84,13,Easy,Medium,0,72.31,90.32,78.17
STU01230,ML,Clustering,54.51,0.95,12,Medium,Low,4,78.2,68.57,34.75
STU01355,DBMS,ER-Model,45.6,0.03,18,Easy,Low,46,73.35,40.19,14.78
STU01181,Aptitude,Probability,63.29,0.55,10,Medium,Medium,23,69.14,94.46,59.87
STU01189,OS,Deadlock,47.02,1.52,5,Hard,Medium,38,58.77,43.18,26.26
STU01228,OS,Deadlock,63.3,0.98,12,Hard,High,53,70.44,59.39,39.4
STU01282,ML,Regression,29.44,5.92,6,Hard,High,10,55.17,54.08,32.33
STU01264,DSA,Tree,59.57,2.73,17,Easy,Low,55,100.0,70.43,38.99
STU01050,Python,OOP,32.75,2.36,19,Medium,High,34,72.51,45.54,53.15
STU01347,CN,Bandwidth,56.66,1.62,15,Medium,Low,34,93.22,75.57,38.71
STU01016,Aptitude,Percentage,53.26,0.38,11,Easy,Low,24,76.16,45.51,22.19
STU01403,DSA,Stack,67.95,0.26,5,Medium,High,28,63.53,44.93,57.56
STU01245,DSA,Searching,48.29,3.34,11,Hard,High,22,70.36,45.1,28.99
STU01223,Aptitude,Algebra,54.2,1.63,3,Hard,High,50,85.63,56.09,32.88
STU01494,Python,Decorators,78.02,7.41,3,Medium,High,60,70.04,89.79,75.02
STU01042,CN,DNS,77.33,1.86,13,Easy,Medium,20,72.36,72.92,46.79
STU01275,Python,Functions,63.4,0.53,17,Medium,Medium,39,70.69,66.74,40.79
STU01308,ML,Clustering,42.41,2.01,5,Medium,High,55,100.0,26.73,47.78
STU01215,Python,Functions,100.0,1.84,18,Medium,High,26,71.5,95.92,76.67
STU01276,ML,NeuralNets,66.21,1.4,18,Easy,Medium,24,69.98,74.64,58.65
STU01376,OS,Processes,73.83,0.06,18,Hard,High,41,73.89,75.63,54.53
STU01067,DSA,Sorting,100.0,0.54,11,Hard,Medium,4,70.58,100.0,53.56
STU01494,DSA,Stack,86.87,2.18,14,Hard,Low,8,79.06,83.79,51.45
STU01376,ML,Regression,74.84,1.04,1,Easy,Medium,39,95.18,83.09,51.69
STU01273,CN,Protocols,35.12,5.99,18,Medium,High,53,73.98,50.98,53.98
STU01492,ML,Regression,55.62,2.18,9,Easy,Low,2,64.38,64.36,45.97
STU01470,DSA,LinkedList,51.41,0.33,14,Hard,Medium,16,51.11,57.12,27.69
STU01117,ML,NeuralNets,100.0,1.43,4,Hard,High,34,84.01,93.0,54.43
STU01123,OS,Processes,58.11,2.41,18,Hard,Low,35,75.15,79.88,25.62
STU01292,ML,Classification,14.53,0.97,4,Medium,Low,58,62.81,22.95,0.0
STU01299,Aptitude,Probability,96.84,1.96,18,Easy,Medium,15,34.91,100.0,66.46
STU01230,ML,Regression,35.85,1.57,11,Hard,High,6,82.73,35.32,46.31
STU01371,DSA,Arrays,75.53,3.32,19,Hard,Medium,4,67.31,94.32,66.18
STU01304,DBMS,SQL,75.76,0.69,19,Easy,High,52,99.14,84.59,71.37
STU01471,DSA,Graph,67.1,0.39,11,Medium,Medium,14,100.0,76.76,44.03
STU01150,CN,DNS,68.76,0.17,17,Easy,Low,17,85.83,72.77,51.31
STU01100,Aptitude,Permutation,78.42,2.51,9,Hard,Low,24,80.25,83.54,36.04
STU01132,DSA,Sorting,53.61,3.7,18,Easy,High,51,88.43,61.27,49.8
STU01233,Python,Decorators,65.74,0.09,18,Hard,Low,10,63.77,55.22,24.12
STU01171,DBMS,ER-Model,46.99,0.76,10,Medium,High,58,100.0,52.78,37.92
STU01182,DSA,LinkedList,54.38,1.2,8,Medium,Medium,31,66.03,57.9,40.36
STU01057,DBMS,Queries,22.81,8.0,4,Hard,High,24,54.34,31.17,33.57
STU01404,DBMS,Transactions,61.87,6.04,5,Easy,Low,14,79.04,65.25,52.15
STU01060,CN,Routing,73.18,3.34,2,Hard,High,13,85.57,82.13,59.47
STU01265,DSA,Arrays,66.8,1.32,1,Easy,Medium,17,59.35,86.63,49.04
STU01362,Python,Loops,26.95,1.15,6,Medium,High,37,78.63,14.63,28.02
STU01026,DBMS,Indexing,77.31,8.97,15,Easy,Low,43,82.69,77.81,56.46
STU01025,DSA,Arrays,46.66,4.92,18,Hard,Medium,9,40.93,49.98,40.38
STU01159,Python,OOP,69.0,2.7,20,Medium,Low,60,80.21,65.35,40.3
STU01393,Aptitude,Permutation,44.58,2.09,19,Easy,Medium,37,58.21,46.98,54.69
STU01099,DSA,Tree,48.76,3.52,14,Medium,Medium,22,78.86,45.88,39.75
STU01120,CN,Routing,84.2,11.89,15,Easy,Low,25,80.44,87.44,90.58
STU01435,DSA,Tree,76.25,6.53,16,Easy,High,47,69.23,63.81,66.17
STU01096,CN,Bandwidth,64.02,4.34,16,Easy,High,44,71.59,72.31,75.5
STU01168,CN,Protocols,55.98,2.92,19,Medium,Medium,4,67.31,77.49,52.32
STU01358,Aptitude,Probability,93.13,0.55,20,Easy,Low,21,77.18,100.0,83.33
STU01472,DBMS,ER-Model,76.49,5.21,8,Easy,Low,9,100.0,70.31,67.21
STU01395,CN,Routing,82.2,6.88,1,Hard,Low,32,48.25,70.1,38.92
STU01323,Python,OOP,46.36,2.47,16,Medium,Medium,21,53.61,46.12,28.37
STU01348,DBMS,Normalization,100.0,2.47,9,Hard,Medium,48,69.76,100.0,50.31
STU01052,DSA,Searching,68.78,1.58,12,Easy,High,37,97.3,61.3,49.59
STU01420,ML,Regression,81.24,0.06,7,Easy,Low,25,100.0,81.07,45.89
STU01157,ML,DecisionTrees,50.06,1.2,17,Medium,Medium,9,83.06,65.49,36.15
STU01057,Python,Generators,34.03,0.82,14,Easy,High,49,73.87,49.77,49.16
STU01299,Aptitude,Probability,77.3,1.43,9,Hard,Low,39,67.88,78.75,14.06
STU01491,CN,Security,64.03,3.63,4,Hard,High,17,50.96,73.07,50.57
STU01092,ML,NeuralNets,66.0,3.33,6,Hard,Low,0,75.75,66.75,36.95
STU01331,CN,Security,44.36,1.29,3,Medium,Medium,44,63.29,23.31,9.3
STU01185,DSA,Graph,79.71,8.98,10,Easy,High,3,55.01,68.87,80.99
STU01055,CN,Routing,31.13,2.16,10,Easy,Medium,53,78.44,23.08,6.05
STU01182,CN,TCP-IP,78.98,2.42,3,Easy,Medium,34,67.7,98.08,65.11
STU01364,DSA,Tree,85.95,1.55,1,Easy,Low,8,77.31,88.97,51.65
STU01478,DBMS,Normalization,63.12,0.28,15,Easy,High,34,55.23,93.05,70.07
STU01261,Aptitude,Permutation,79.98,0.61,6,Hard,Medium,29,78.23,77.36,29.83
STU01328,ML,Classification,65.97,2.04,10,Medium,Medium,29,100.0,65.37,55.05
STU01163,ML,Regression,42.9,1.67,2,Medium,Medium,40,100.0,45.33,35.22
STU01330,DSA,Tree,30.67,0.86,6,Medium,Low,59,92.13,26.27,0.0
STU01160,DSA,Sorting,87.37,8.35,16,Hard,Medium,40,100.0,100.0,69.34
STU01157,OS,Scheduling,55.29,5.22,8,Hard,Low,43,88.64,70.61,22.93
STU01356,ML,Regression,53.08,1.63,13,Hard,Medium,18,75.6,58.71,29.1
STU01346,CN,Protocols,61.38,0.76,7,Easy,Low,16,63.87,65.97,36.63
STU01499,DSA,Arrays,38.79,5.46,18,Easy,Low,31,50.67,32.18,28.75
STU01076,DSA,Graph,69.99,1.87,13,Hard,Medium,10,66.0,80.57,45.25
STU01096,Aptitude,Percentage,95.07,1.9,6,Hard,Medium,57,83.53,83.87,50.6
STU01150,CN,TCP-IP,68.87,0.62,11,Hard,Low,25,87.79,71.8,31.79
STU01361,Aptitude,Permutation,71.62,0.6,7,Medium,High,48,82.07,73.29,46.13
STU01194,Aptitude,Percentage,92.63,1.21,14,Easy,High,47,76.56,92.2,84.54
STU01016,OS,Deadlock,58.07,1.66,10,Easy,Low,49,100.0,65.16,13.81
STU01461,Aptitude,Algebra,45.77,3.39,13,Medium,Medium,1,74.3,56.9,44.69
STU01190,Python,Decorators,73.9,0.11,7,Hard,Medium,9,74.82,75.44,25.6
STU01261,DSA,Graph,100.0,2.6,13,Hard,Low,44,69.26,99.43,37.18
STU01288,Aptitude,Algebra,67.31,6.17,7,Medium,Medium,11,93.21,61.39,56.99
STU01068,Aptitude,Probability,80.58,0.8,14,Easy,Low,4,68.7,78.73,66.62
STU01266,CN,Routing,58.18,1.47,14,Easy,High,52,59.47,64.4,69.31
STU01066,Python,Loops,44.33,6.7,16,Easy,Low,51,66.45,56.28,32.22
STU01204,CN,Security,64.02,0.26,5,Hard,Low,19,93.82,67.75,33.07
STU01085,DBMS,SQL,86.35,0.03,13,Hard,Low,22,77.64,96.04,42.51
STU01396,DBMS,ER-Model,69.89,1.31,15,Medium,Low,60,88.26,72.06,39.65
STU01463,Aptitude,Geometry,48.17,0.78,10,Medium,Medium,58,80.38,49.81,38.02
STU01420,OS,Processes,68.91,3.61,3,Hard,Medium,60,65.29,77.17,38.43
STU01374,ML,Clustering,57.8,2.23,7,Medium,High,34,100.0,69.37,59.42
STU01022,DBMS,Transactions,69.88,5.33,20,Medium,High,43,62.94,57.82,58.68
STU01415,ML,DecisionTrees,45.87,1.02,19,Easy,Medium,44,81.73,65.66,40.54
STU01274,ML,Clustering,59.33,2.19,3,Medium,Low,37,93.35,63.97,34.33
STU01243,CN,Bandwidth,30.85,0.93,2,Easy,Low,30,57.25,14.82,6.38
STU01019,Python,Decorators,74.1,8.39,15,Hard,High,3,61.34,96.76,76.99
STU01399,Aptitude,Geometry,89.13,0.57,11,Medium,High,10,58.98,100.0,73.54
STU01182,CN,Routing,64.98,1.55,3,Medium,Low,1,88.23,75.52,43.65
STU01341,CN,Security,80.2,3.78,17,Hard,Medium,46,94.23,69.53,47.53
STU01076,DBMS,ER-Model,84.94,1.25,11,Medium,Low,39,88.03,92.05,50.39
STU01390,OS,Deadlock,44.19,0.71,4,Easy,Low,40,89.37,43.16,24.73
STU01346,DBMS,Transactions,48.06,6.07,14,Medium,Low,28,68.08,72.38,41.82
STU01077,Aptitude,Percentage,62.5,1.82,6,Hard,Medium,28,86.65,78.5,39.52
STU01300,CN,TCP-IP,78.82,1.88,15,Medium,High,53,86.04,83.08,62.43
STU01052,Python,Generators,80.75,0.01,8,Easy,High,22,100.0,90.97,60.87
STU01031,Aptitude,Permutation,100.0,0.62,3,Hard,Medium,12,69.39,94.59,52.96
STU01245,Aptitude,Percentage,43.05,2.26,15,Easy,High,13,72.07,40.83,55.49
STU01283,CN,TCP-IP,91.74,0.72,17,Hard,Low,40,100.0,100.0,33.71
STU01421,DBMS,Normalization,86.8,0.32,19,Hard,High,59,80.01,82.03,55.35
STU01392,DBMS,Normalization,43.8,1.97,10,Medium,High,54,73.64,58.85,49.23
STU01056,Aptitude,Probability,50.04,2.28,1,Easy,High,42,100.0,35.29,42.94
STU01464,Python,Loops,52.87,1.58,6,Medium,High,9,93.11,54.75,55.02
STU01255,CN,Routing,54.76,5.61,8,Easy,High,28,55.37,49.38,56.96
STU01408,Aptitude,Permutation,88.53,0.26,1,Hard,Medium,16,100.0,92.48,44.64
STU01036,DSA,LinkedList,73.58,8.51,8,Easy,Medium,31,38.94,90.21,59.28
STU01336,ML,Clustering,60.75,0.55,12,Easy,Low,20,62.87,59.15,37.96
STU01297,ML,Regression,39.37,3.32,9,Easy,Low,26,82.59,53.31,28.96
STU01485,OS,Deadlock,78.9,2.63,8,Easy,Low,20,88.75,74.2,51.83
STU01159,CN,Routing,31.49,3.65,9,Hard,High,29,77.14,35.28,33.6
STU01371,DBMS,SQL,27.56,3.97,19,Easy,High,2,62.6,26.79,42.31
STU01256,DSA,Tree,47.03,1.98,5,Easy,Low,51,79.7,54.89,23.03
STU01179,OS,Scheduling,91.96,3.31,1,Easy,Low,50,68.01,95.76,43.28
STU01256,Aptitude,Permutation,69.27,0.54,13,Hard,High,57,57.3,73.44,25.76
STU01093,OS,Deadlock,65.53,0.1,17,Medium,Low,19,100.0,49.8,25.43
STU01492,ML,DecisionTrees,43.35,2.89,14,Hard,Low,12,84.13,58.79,32.33
STU01392,ML,Regression,33.69,3.54,12,Medium,Medium,46,80.36,40.06,32.52
STU01224,CN,Routing,87.37,2.3,10,Medium,High,50,80.34,100.0,71.48
STU01304,CN,Security,77.02,0.71,15,Easy,High,18,46.62,87.27,73.94
STU01366,Python,Functions,62.19,0.4,20,Medium,High,1,76.8,63.57,63.51
STU01035,ML,NeuralNets,43.99,3.54,8,Medium,Medium,56,76.43,48.72,24.04
STU01485,Python,Functions,95.88,5.8,11,Hard,Medium,9,76.64,92.68,77.59
STU01306,CN,Security,91.0,0.29,19,Hard,High,30,62.53,87.56,69.67
STU01180,ML,Clustering,61.56,2.71,1,Medium,High,4,79.02,78.06,56.35
STU01108,Aptitude,Probability,55.18,2.95,12,Easy,Low,6,78.14,50.65,43.65
STU01059,DSA,Tree,100.0,0.59,5,Easy,High,5,60.17,100.0,74.72
STU01219,DSA,Stack,81.02,0.2,3,Easy,High,7,79.49,67.24,69.81
STU01343,DSA,Stack,80.08,2.83,2,Hard,Low,39,72.28,92.47,26.79
STU01318,ML,DecisionTrees,64.02,1.46,2,Medium,Low,11,97.6,74.58,37.82
STU01247,OS,Threads,69.63,0.75,15,Hard,Low,20,56.85,49.64,24.47
STU01074,ML,Classification,39.62,3.25,1,Hard,High,51,95.92,59.81,17.82
STU01345,ML,Regression,28.57,2.06,19,Medium,High,41,59.81,18.55,34.14
STU01296,CN,Bandwidth,80.4,0.02,4,Hard,High,22,100.0,89.66,61.87
STU01433,ML,Classification,45.22,0.02,10,Easy,Medium,34,85.02,31.25,23.79
STU01182,Aptitude,Algebra,73.98,0.93,5,Medium,Low,26,74.96,78.61,31.14
STU01240,Aptitude,Probability,68.38,0.04,6,Easy,Low,8,64.71,62.6,38.82
STU01264,Aptitude,Algebra,100.0,1.28,11,Easy,Medium,23,72.46,100.0,75.02
STU01202,DSA,Sorting,83.92,2.68,14,Easy,Low,16,66.34,84.77,61.21
STU01464,OS,Processes,72.69,6.56,15,Hard,Medium,25,72.08,73.45,43.48
STU01470,CN,Security,76.72,3.58,9,Medium,Low,11,57.06,76.86,41.81
STU01436,Python,Generators,52.32,2.04,3,Easy,High,39,35.31,64.38,32.35
STU01196,DBMS,ER-Model,61.95,6.84,14,Medium,Low,5,46.66,52.56,39.83
STU01119,OS,Processes,53.49,3.45,16,Medium,High,12,61.8,74.45,63.6
STU01395,Aptitude,Probability,74.15,0.33,12,Medium,Low,59,60.35,91.05,31.85
STU01460,Aptitude,Geometry,69.22,0.73,1,Easy,Low,57,85.35,74.41,22.26
STU01460,CN,TCP-IP,71.38,4.75,20,Easy,Low,43,66.1,80.19,39.5
STU01266,Aptitude,Percentage,71.13,1.45,7,Easy,Medium,17,100.0,73.27,72.58
STU01500,CN,Bandwidth,41.22,3.05,17,Medium,Medium,31,80.05,64.05,48.08
STU01131,OS,Memory,45.68,5.43,10,Hard,High,37,65.76,63.73,61.34
STU01088,DBMS,ER-Model,45.56,2.78,2,Hard,Medium,47,78.76,33.81,7.37
STU01282,DBMS,SQL,54.26,0.22,17,Medium,Low,36,89.76,68.8,26.91
STU01296,DBMS,Transactions,77.22,0.83,12,Easy,Low,2,86.3,87.28,64.26
STU01056,OS,Scheduling,67.89,4.35,9,Medium,High,59,83.39,68.23,59.3
STU01282,DBMS,Indexing,73.37,0.87,2,Easy,High,38,48.19,100.0,49.95
STU01154,DSA,Searching,47.15,0.7,5,Easy,Medium,36,57.28,48.14,43.76
STU01151,CN,TCP-IP,76.75,5.08,8,Hard,High,18,78.75,87.94,69.68
STU01020,OS,Threads,61.26,6.22,2,Easy,Medium,58,100.0,73.19,63.81
STU01332,DSA,LinkedList,65.33,1.39,17,Easy,High,58,47.66,66.23,65.65
STU01114,DSA,LinkedList,59.01,0.81,20,Hard,Medium,8,86.52,80.5,44.7
STU01231,CN,Protocols,69.27,3.77,7,Easy,Low,10,98.59,74.14,58.3
STU01425,CN,Protocols,73.61,1.16,14,Easy,Low,60,68.59,84.23,46.06
STU01413,CN,TCP-IP,82.4,1.07,11,Hard,Low,24,94.52,88.69,50.68
STU01395,Aptitude,Probability,38.9,1.01,7,Medium,Medium,19,46.54,34.74,16.59
STU01198,DSA,Sorting,43.63,0.64,5,Medium,High,26,61.81,46.71,20.44
STU01124,Aptitude,Probability,66.69,3.12,17,Easy,High,11,84.16,66.37,82.4
STU01497,OS,Deadlock,85.45,0.6,7,Hard,High,57,74.1,100.0,50.84
STU01109,CN,Routing,65.94,0.79,15,Hard,Low,56,99.58,75.14,23.73
STU01335,OS,FileSystem,65.45,6.97,9,Medium,High,3,87.57,67.89,89.49
STU01001,Python,Functions,40.9,3.73,11,Easy,Medium,37,50.64,45.15,44.37
STU01286,DBMS,ER-Model,68.25,4.43,19,Hard,Medium,52,100.0,66.05,41.07
STU01461,DSA,Tree,88.82,1.99,8,Easy,High,31,61.52,93.36,68.99
STU01187,ML,NeuralNets,59.03,6.59,3,Medium,Low,9,74.41,61.53,32.54
STU01030,OS,Threads,62.43,1.39,5,Easy,Medium,44,68.74,85.62,56.76
STU01004,CN,Protocols,73.73,3.38,14,Medium,Low,40,65.13,86.56,48.69
STU01403,OS,Threads,21.82,2.81,13,Hard,Low,46,73.58,40.64,3.24
STU01251,Aptitude,Probability,26.48,4.34,6,Easy,Medium,2,80.73,34.09,22.09
STU01092,Aptitude,Geometry,76.89,5.71,12,Medium,Medium,38,87.15,77.12,39.32
STU01017,ML,Clustering,45.36,3.37,3,Medium,High,54,85.0,57.52,41.01
STU01103,ML,Classification,66.63,0.95,20,Medium,Low,19,65.85,42.01,34.18
STU01041,Aptitude,Percentage,85.24,1.49,19,Easy,Medium,1,54.94,73.44,66.79
STU01164,Aptitude,Percentage,91.76,3.9,19,Easy,High,13,88.44,86.46,93.32
STU01383,CN,DNS,90.2,2.33,5,Medium,High,55,83.76,98.43,67.33
STU01466,DBMS,Normalization,47.72,3.27,12,Easy,High,44,74.46,54.28,52.77
STU01198,DBMS,ER-Model,73.12,4.18,17,Hard,Low,49,51.16,88.07,23.14
STU01162,DBMS,ER-Model,46.84,1.12,14,Medium,High,33,85.3,41.59,39.76
STU01390,Python,Exceptions,26.34,0.02,14,Easy,Low,45,69.76,47.68,13.84
STU01418,Python,Functions,71.64,2.22,3,Hard,Low,49,73.46,72.09,31.99
STU01158,ML,DecisionTrees,66.56,5.44,16,Easy,Low,31,91.25,79.72,63.28
STU01022,DBMS,Queries,77.68,8.14,6,Medium,High,40,75.95,75.5,81.88
STU01476,Aptitude,Permutation,100.0,0.09,7,Medium,High,28,92.21,100.0,61.57
STU01272,CN,DNS,76.57,1.42,20,Hard,High,34,86.21,93.75,56.3
STU01412,DBMS,Queries,100.0,1.3,2,Easy,Low,52,82.51,100.0,49.41
STU01199,Aptitude,Geometry,47.59,4.08,7,Hard,Low,60,100.0,61.73,18.48
STU01478,Python,Exceptions,37.69,0.16,5,Medium,Low,49,66.24,42.32,0.0
STU01185,ML,Classification,47.43,2.06,20,Medium,High,22,62.27,47.0,34.19
STU01419,Python,Functions,80.03,1.15,17,Easy,Low,1,63.73,99.32,74.83
STU01156,OS,Processes,30.89,2.02,14,Hard,High,44,90.41,30.35,24.03
STU01183,Aptitude,Percentage,48.15,3.73,2,Hard,High,59,80.39,55.16,27.33
STU01227,DSA,LinkedList,70.63,0.68,6,Easy,Low,3,49.09,59.38,40.14
STU01464,Python,Loops,64.3,0.17,19,Hard,Medium,32,63.31,72.44,44.27
STU01033,DBMS,Normalization,61.39,0.62,8,Easy,Medium,16,73.03,54.33,32.05
STU01104,Aptitude,Geometry,49.48,3.12,15,Hard,High,55,85.88,50.22,31.6
STU01459,ML,Clustering,51.48,3.33,4,Easy,Low,39,46.52,49.84,20.11
STU01186,ML,Classification,72.57,1.8,20,Medium,Medium,11,100.0,83.73,68.29
STU01371,Python,Decorators,94.91,0.47,20,Medium,High,42,80.49,100.0,70.65
STU01205,DSA,Tree,61.11,4.71,9,Easy,Low,32,29.39,76.15,40.23
STU01228,DBMS,ER-Model,51.42,3.68,18,Hard,Low,7,74.62,40.79,35.68
STU01480,ML,Classification,90.51,1.82,15,Easy,Low,10,90.24,95.7,59.67
STU01346,Aptitude,Permutation,78.33,0.86,8,Medium,Medium,10,43.12,67.7,42.15
STU01352,DBMS,SQL,58.1,1.25,1,Medium,Low,22,56.73,54.73,10.19
STU01428,Python,Functions,94.19,0.55,5,Medium,High,21,92.71,82.49,72.99
STU01340,DSA,Queue,82.16,2.74,15,Medium,High,19,88.67,84.47,77.33
STU01241,Aptitude,Algebra,62.28,0.64,7,Easy,Low,48,75.23,63.13,32.67
STU01013,DBMS,Queries,73.45,8.89,4,Easy,High,33,64.02,79.17,86.34
STU01387,DBMS,Transactions,86.75,1.82,13,Hard,High,54,59.78,100.0,46.25
STU01098,Aptitude,Percentage,76.78,1.35,11,Easy,High,20,84.1,82.03,67.21
STU01423,DBMS,Queries,22.12,0.19,13,Easy,High,56,88.27,17.32,9.45
STU01126,ML,Clustering,84.14,3.26,15,Medium,High,28,37.56,100.0,74.33
STU01276,Python,Decorators,62.67,4.29,5,Medium,Low,8,81.28,62.59,43.1
STU01059,OS,Processes,69.36,2.18,5,Easy,Medium,53,70.22,83.79,54.14
STU01230,DSA,LinkedList,47.39,4.8,6,Medium,High,18,54.16,41.25,41.01
STU01484,Aptitude,Geometry,78.78,0.53,14,Easy,High,2,69.34,80.37,78.33
STU01221,CN,TCP-IP,74.74,1.16,12,Hard,High,52,73.03,69.5,35.85
STU01024,DBMS,ER-Model,75.87,0.18,10,Hard,Medium,58,86.65,65.23,17.83
STU01321,CN,TCP-IP,66.52,2.86,12,Easy,High,58,96.19,80.85,72.92
STU01268,Python,Exceptions,48.68,2.6,14,Medium,High,57,59.58,49.9,42.21
STU01030,OS,Threads,53.4,0.01,17,Easy,Low,6,78.77,64.51,38.62
STU01097,Python,Exceptions,60.69,4.22,19,Medium,Medium,0,64.99,75.48,53.28
STU01347,Aptitude,Probability,66.7,1.07,7,Easy,Low,0,58.74,70.4,48.0
STU01494,OS,Processes,63.9,2.84,16,Easy,High,11,81.08,70.24,78.28
STU01461,CN,Bandwidth,65.09,0.29,15,Medium,Low,29,86.56,76.02,36.24
STU01038,OS,Deadlock,93.74,3.04,17,Easy,Medium,22,67.62,100.0,78.41
STU01166,DBMS,Transactions,72.54,4.3,7,Hard,High,23,71.14,91.13,64.36
STU01137,ML,NeuralNets,94.94,0.28,3,Easy,High,6,75.04,100.0,78.9
STU01037,ML,NeuralNets,87.28,2.27,6,Medium,Medium,54,88.8,96.87,51.78
